epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,928.839,0.79094,0.87539,1.03006,0.75921,0.75499,0.8364,0.63032,0.78444,0.96135,1.08939,0.00035788,0.00035788,0.00035788
20,976.587,0.77172,0.86364,1.00727,0.72568,0.77465,0.82629,0.61952,0.87237,0.94933,1.10316,0.000343611,0.000343611,0.000343611
21,1024.28,0.7682,0.87759,1.0264,0.85163,0.72764,0.83578,0.65089,0.76674,0.91043,1.08765,0.000328982,0.000328982,0.000328982
22,1079.07,0.75809,0.75316,1.01677,0.83292,0.63193,0.80753,0.59397,0.83197,1.03647,1.12183,0.000314051,0.000314051,0.000314051
23,1126.45,0.73162,0.76274,1.00294,0.74667,0.78873,0.83911,0.63794,0.77587,0.8251,1.11772,0.000298877,0.000298877,0.000298877
24,1174,0.76889,0.75638,1.00287,0.75909,0.78873,0.83418,0.65943,0.7184,0.90928,1.05724,0.00028352,0.00028352,0.00028352
25,1228.47,0.73096,0.73,0.99549,0.75524,0.82577,0.85778,0.66003,0.72599,0.85385,1.05065,0.000268041,0.000268041,0.000268041
26,1277.4,0.70193,0.72983,1.00806,0.6948,0.84507,0.84115,0.64801,0.71403,0.85952,1.04563,0.0002525,0.0002525,0.0002525
27,1328.27,0.72449,0.6875,0.99454,0.70344,0.77465,0.83701,0.64765,0.76224,0.94666,1.08986,0.000236959,0.000236959,0.000236959
28,1376.1,0.70598,0.69897,1.00539,0.78132,0.8052,0.8482,0.65739,0.79583,0.94199,1.09617,0.00022148,0.00022148,0.00022148
29,1423.96,0.6721,0.64806,0.95641,0.7493,0.84507,0.84359,0.65096,0.77608,0.88012,1.08632,0.000206123,0.000206123,0.000206123
30,1471.42,0.69749,0.66681,0.98989,0.80686,0.84507,0.86712,0.65839,0.7735,0.8412,1.05895,0.000190949,0.000190949,0.000190949
31,1519.06,0.61905,0.62101,0.92521,0.94231,0.77465,0.89027,0.69407,0.71836,0.7093,1.04461,0.000176018,0.000176018,0.000176018
32,1572.27,0.66693,0.62672,0.98136,0.93086,0.75857,0.8956,0.70088,0.73324,0.73911,1.06004,0.000161389,0.000161389,0.000161389
33,1620.87,0.65602,0.60089,0.96139,0.78413,0.86978,0.91035,0.71725,0.70386,0.70859,1.03467,0.00014712,0.00014712,0.00014712
34,1669.72,0.6283,0.55735,0.95959,0.89271,0.83099,0.91078,0.7187,0.69624,0.68841,1.02656,0.000133266,0.000133266,0.000133266
35,1719.29,0.61169,0.57026,0.95314,0.87803,0.80282,0.89891,0.72211,0.69268,0.68147,1.02795,0.000119883,0.000119883,0.000119883
36,1770.73,0.61146,0.53398,0.96189,0.85263,0.83099,0.90343,0.73304,0.70085,0.68907,1.03636,0.000107023,0.000107023,0.000107023
37,1829.17,0.59239,0.55536,0.94567,0.88824,0.80282,0.89744,0.71042,0.71791,0.74346,1.03363,9.47376e-05,9.47376e-05,9.47376e-05
38,1875.84,0.61836,0.53102,0.94615,0.89353,0.82746,0.89019,0.71968,0.69317,0.68357,1.02738,8.30746e-05,8.30746e-05,8.30746e-05
39,1926.6,0.55185,0.50245,0.92343,0.93477,0.80743,0.89766,0.71849,0.68755,0.6754,1.02797,7.20803e-05,7.20803e-05,7.20803e-05
40,1975.22,0.56994,0.48253,0.92495,0.88051,0.83028,0.90032,0.72232,0.68011,0.65792,1.02518,6.1798e-05,6.1798e-05,6.1798e-05
41,2023.35,0.47523,0.38832,0.89375,0.88766,0.77908,0.87666,0.70249,0.67316,0.69351,1.03234,5.22683e-05,5.22683e-05,5.22683e-05
42,2078.49,0.45171,0.35761,0.85594,0.88116,0.77465,0.88763,0.71393,0.68873,0.65345,1.03069,4.35288e-05,4.35288e-05,4.35288e-05
43,2126.08,0.42625,0.33836,0.8589,0.94781,0.8169,0.89702,0.71262,0.69814,0.658,1.02241,3.56141e-05,3.56141e-05,3.56141e-05
44,2173.22,0.40424,0.34075,0.83361,0.93213,0.8169,0.90105,0.70738,0.69163,0.6541,1.02692,2.85553e-05,2.85553e-05,2.85553e-05
45,2221.07,0.40505,0.31476,0.84853,0.95056,0.81242,0.90372,0.70964,0.69125,0.64979,1.03345,2.23803e-05,2.23803e-05,2.23803e-05
46,2268.13,0.42036,0.30842,0.85302,0.92793,0.83099,0.90915,0.72332,0.68204,0.63059,1.02725,1.71135e-05,1.71135e-05,1.71135e-05
